"pub_year","country_name","patent_count","country_yearly_relative_position"
1977,"Portugal",9,"Low tech development"
1977,"Romania",5,"Low tech development"
1977,"Sweden",519,"High tech development"
1977,NA,28,"Low-med tech development"
1977,"Turkey",2,"Low tech development"
1977,"United States",2183,"High tech development"
1977,NA,4,"Low tech development"
1977,"South Africa",69,"High-med tech development"
1978,"Argentina",20,"Low-med tech development"
1978,"Austria",289,"High-med tech development"
1978,"Australia",311,"High tech development"
1978,"Belgium",216,"High-med tech development"
1978,"Bulgaria",5,"Low tech development"
1978,"Brazil",152,"High-med tech development"
1978,"Canada",540,"High tech development"
1978,"Switzerland",316,"High tech development"
1978,NA,15,"Low-med tech development"
1978,NA,36,"Low-med tech development"
1978,"Denmark",180,"High-med tech development"
1978,"Egypt",1,"Low tech development"
1978,"Spain",216,"High-med tech development"
1978,"Finland",52,"High-med tech development"
1978,"Hong Kong SAR China",36,"High-med tech development"
1978,"Hungary",11,"Low-med tech development"
1978,"Ireland",22,"Low-med tech development"
1978,"Israel",32,"Low-med tech development"
1978,"India",7,"Low tech development"
1978,"Italy",665,"High tech development"
1978,"Japan",2670,"High tech development"
1978,"South Korea",13,"Low-med tech development"
1978,"Luxembourg",19,"Low-med tech development"
1978,"Monaco",1,"Low tech development"
1978,"Malaysia",2,"Low tech development"
1978,"Netherlands",519,"High tech development"
1978,"Norway",102,"High-med tech development"
1978,"New Zealand",4,"Low tech development"
1978,"Philippines",4,"Low tech development"
1978,"Poland",35,"Low-med tech development"
1978,"Portugal",16,"Low-med tech development"
1978,"Romania",4,"Low tech development"
1978,"Sweden",497,"High tech development"
1978,NA,41,"High-med tech development"
1978,"Turkey",5,"Low tech development"
1978,"United States",2300,"High tech development"
1978,NA,2,"Low tech development"
1978,"South Africa",51,"High-med tech development"
1979,"Argentina",21,"Low-med tech development"
1979,"Austria",415,"High tech development"
1979,"Australia",720,"High tech development"
1979,"Belgium",172,"High-med tech development"
1979,"Bulgaria",7,"Low tech development"
1979,"Brazil",151,"High-med tech development"
1979,"Canada",577,"High tech development"
1979,"Switzerland",163,"High-med tech development"
1979,NA,12,"Low-med tech development"
1979,"Cyprus",1,"Low tech development"
1979,NA,44,"High-med tech development"
1979,"Denmark",131,"High-med tech development"
1979,"Egypt",2,"Low tech development"
1979,NA,148,"High-med tech development"
1979,"Spain",180,"High tech development"
1979,"Finland",66,"High-med tech development"
1979,"Greece",4,"Low tech development"
1979,"Hong Kong SAR China",26,"Low-med tech development"
1979,"Hungary",11,"Low-med tech development"
1979,"Ireland",27,"Low-med tech development"
1979,"Israel",28,"Low-med tech development"
1979,"India",6,"Low tech development"
1979,"Italy",657,"High tech development"
1979,"Japan",3046,"High tech development"
1979,"South Korea",10,"Low tech development"
1979,"Luxembourg",16,"Low-med tech development"
1979,"Netherlands",531,"High tech development"
1979,"Norway",129,"High-med tech development"
1979,"New Zealand",7,"Low tech development"
1979,NA,2,"Low tech development"
1979,"Philippines",1,"Low tech development"
1979,"Poland",27,"Low-med tech development"
1979,"Portugal",11,"Low-med tech development"
1979,"Romania",2,"Low tech development"
1979,"Sweden",407,"High tech development"
1979,NA,52,"High-med tech development"
1979,"United States",1756,"High tech development"
1979,NA,35,"Low-med tech development"
1979,NA,6,"Low tech development"
1979,"South Africa",43,"High-med tech development"
1980,"Argentina",21,"Low-med tech development"
1980,"Austria",245,"High tech development"
1980,"Australia",666,"High tech development"
1980,"Belgium",132,"High-med tech development"
1980,"Bulgaria",11,"Low-med tech development"
1980,"Brazil",151,"High-med tech development"
1980,"Canada",595,"High tech development"
1980,"Switzerland",117,"High-med tech development"
1980,NA,5,"Low tech development"
1980,NA,50,"High-med tech development"
1980,"Denmark",144,"High-med tech development"
1980,"Egypt",2,"Low tech development"
1980,NA,620,"High tech development"
1980,"Spain",276,"High tech development"
1980,"Finland",48,"High-med tech development"
1980,"Greece",5,"Low tech development"
1980,"Hong Kong SAR China",48,"High-med tech development"
1980,"Hungary",21,"Low-med tech development"
1980,"Ireland",26,"Low-med tech development"
1980,"Israel",32,"Low-med tech development"
1980,"India",10,"Low tech development"
1980,"Italy",439,"High tech development"
1980,"Japan",3434,"High tech development"
1980,"South Korea",44,"Low-med tech development"
1980,"Luxembourg",11,"Low-med tech development"
1980,"Morocco",2,"Low tech development"
1980,"Mexico",2,"Low tech development"
1980,"Malaysia",3,"Low tech development"
1980,"Netherlands",500,"High tech development"
1980,"Norway",98,"High-med tech development"
1980,"New Zealand",13,"Low-med tech development"
1980,NA,5,"Low tech development"
1980,"Philippines",3,"Low tech development"
1980,"Poland",66,"High-med tech development"
1980,"Portugal",18,"Low-med tech development"
1980,"Romania",2,"Low tech development"
1980,"Sweden",302,"High tech development"
1980,NA,34,"Low-med tech development"
1980,"Turkey",6,"Low tech development"
1980,"United States",2058,"High tech development"
1980,NA,116,"High-med tech development"
1980,NA,26,"Low-med tech development"
1980,"South Africa",49,"High-med tech development"
1980,"Zimbabwe",1,"Low tech development"
1981,"Argentina",19,"Low-med tech development"
1981,"Austria",175,"High-med tech development"
1981,"Australia",486,"High tech development"
1981,"Belgium",113,"High-med tech development"
1981,"Bulgaria",6,"Low tech development"
1981,"Brazil",123,"High-med tech development"
1981,"Canada",631,"High tech development"
1981,"Switzerland",128,"High-med tech development"
1981,NA,12,"Low-med tech development"
1981,"Cuba",1,"Low tech development"
1981,"Cyprus",1,"Low tech development"
1981,NA,36,"Low-med tech development"
1981,"Denmark",126,"High-med tech development"
1981,"Egypt",4,"Low tech development"
1981,NA,1249,"High tech development"
1981,"Spain",288,"High tech development"
1981,"Finland",75,"High-med tech development"
1981,"Greece",9,"Low tech development"
1981,"Hong Kong SAR China",37,"Low-med tech development"
1981,"Hungary",17,"Low-med tech development"
1981,"Ireland",41,"High-med tech development"
1981,"Israel",36,"Low-med tech development"
1981,"India",14,"Low-med tech development"
1981,"Italy",385,"High tech development"
1981,"Japan",7303,"High tech development"
1981,"Kenya",1,"Low tech development"
1981,"South Korea",69,"High-med tech development"
1981,"Luxembourg",3,"Low tech development"
1981,"Morocco",2,"Low tech development"
1981,"Mexico",34,"Low-med tech development"
1981,"Malaysia",10,"Low tech development"
1981,"Netherlands",455,"High tech development"
1981,"Norway",83,"High-med tech development"
1981,"New Zealand",16,"Low-med tech development"
1981,NA,10,"Low tech development"
1981,"Poland",59,"High-med tech development"
1981,"Portugal",30,"Low-med tech development"
1981,"Romania",13,"Low-med tech development"
1981,"Sweden",276,"High tech development"
1981,NA,41,"High-med tech development"
1981,"Turkey",3,"Low tech development"
1981,"United States",2163,"High tech development"
1981,NA,183,"High tech development"
1981,NA,13,"Low-med tech development"
1981,"South Africa",51,"High-med tech development"
1981,"Zambia",2,"Low tech development"
1982,"Argentina",28,"Low-med tech development"
1982,"Austria",240,"High tech development"
1982,"Australia",529,"High tech development"
1982,"Belgium",109,"High-med tech development"
1982,"Bulgaria",4,"Low tech development"
1982,"Brazil",152,"High-med tech development"
1982,"Canada",724,"High tech development"
1982,"Switzerland",135,"High-med tech development"
1982,NA,11,"Low-med tech development"
1982,"Cyprus",1,"Low tech development"
1982,NA,21,"Low-med tech development"
1982,"Denmark",117,"High-med tech development"
1982,"Egypt",5,"Low tech development"
1982,NA,1631,"High tech development"
1982,"Spain",317,"High tech development"
1982,"Finland",96,"High-med tech development"
1982,"Greece",2,"Low tech development"
1982,"Hong Kong SAR China",12,"Low-med tech development"
1982,"Hungary",4,"Low tech development"
1982,"Ireland",68,"High-med tech development"
1982,"Israel",66,"High-med tech development"
1982,"India",11,"Low-med tech development"
1982,"Italy",315,"High tech development"
1982,"Jordan",1,"Low tech development"
1982,"Japan",17037,"High tech development"
1982,"Kenya",1,"Low tech development"
1982,"South Korea",90,"High-med tech development"
1982,"Luxembourg",9,"Low-med tech development"
1982,"Morocco",1,"Low tech development"
1982,"Monaco",1,"Low tech development"
1982,"Mexico",48,"Low-med tech development"
1982,"Malaysia",15,"Low-med tech development"
1982,"Netherlands",433,"High tech development"
1982,"Norway",102,"High-med tech development"
1982,"New Zealand",34,"Low-med tech development"
1982,NA,1,"Low tech development"
1982,"Poland",23,"Low-med tech development"
1982,"Portugal",27,"Low-med tech development"
1982,"Romania",8,"Low-med tech development"
1982,"Sweden",290,"High tech development"
1982,NA,48,"High-med tech development"
1982,"Turkey",2,"Low tech development"
1982,"United States",2243,"High tech development"
1982,NA,239,"High tech development"
1982,NA,60,"High-med tech development"
1982,"South Africa",98,"High-med tech development"
1982,"Zimbabwe",1,"Low tech development"
1983,"Argentina",10,"Low tech development"
1983,"Austria",321,"High tech development"
1983,"Australia",546,"High tech development"
1983,"Belgium",68,"High-med tech development"
1983,"Bulgaria",10,"Low tech development"
1983,"Brazil",176,"High-med tech development"
1983,"Canada",671,"High tech development"
1983,"Switzerland",137,"High-med tech development"
1983,NA,16,"Low-med tech development"
1983,"Cyprus",1,"Low tech development"
1983,NA,41,"Low-med tech development"
1983,"Denmark",190,"High-med tech development"
1983,"Egypt",4,"Low tech development"
1983,NA,2213,"High tech development"
1983,"Spain",394,"High tech development"
1983,"Finland",118,"High-med tech development"
1983,"Greece",2,"Low tech development"
1983,"Hong Kong SAR China",41,"High-med tech development"
1983,"Hungary",24,"Low-med tech development"
1983,"Ireland",54,"High-med tech development"
1983,"Israel",48,"High-med tech development"
1983,"India",10,"Low-med tech development"
1983,"Italy",214,"High-med tech development"
1983,"Japan",19755,"High tech development"
1983,"Kenya",2,"Low tech development"
1983,"South Korea",563,"High tech development"
1983,"Luxembourg",10,"Low-med tech development"
1983,"Morocco",1,"Low tech development"
1983,"Monaco",5,"Low tech development"
1983,"Mexico",44,"High-med tech development"
1983,"Malaysia",1,"Low tech development"
1983,"Netherlands",392,"High tech development"
1983,"Norway",99,"High-med tech development"
1983,"New Zealand",24,"Low-med tech development"
1983,NA,1,"Low tech development"
1983,"Philippines",2,"Low tech development"
1983,"Poland",15,"Low-med tech development"
1983,"Portugal",27,"Low-med tech development"
1983,"Romania",16,"Low-med tech development"
1983,"Sweden",293,"High tech development"
1983,"Singapore",10,"Low-med tech development"
1983,NA,30,"Low-med tech development"
1983,"Turkey",1,"Low tech development"
1983,"United States",2380,"High tech development"
1983,NA,270,"High tech development"
1983,NA,40,"Low-med tech development"
1983,"South Africa",86,"High-med tech development"
1984,"Argentina",7,"Low tech development"
1984,"Austria",340,"High tech development"
1984,"Australia",646,"High tech development"
1984,"Belgium",47,"Low-med tech development"
1984,"Bulgaria",3,"Low tech development"
1984,"Brazil",129,"High-med tech development"
1984,"Canada",728,"High tech development"
1984,"Switzerland",128,"High-med tech development"
1984,NA,24,"Low-med tech development"
1984,NA,32,"Low-med tech development"
1984,"Denmark",211,"High-med tech development"
1984,NA,2660,"High tech development"
1984,"Spain",384,"High tech development"
1984,"Finland",150,"High-med tech development"
1984,"Greece",44,"Low-med tech development"
1984,"Hong Kong SAR China",58,"High-med tech development"
1984,"Hungary",19,"Low-med tech development"
1984,"Ireland",31,"Low-med tech development"
1984,"Israel",59,"High-med tech development"
1984,"India",18,"Low-med tech development"
1984,"Italy",210,"High-med tech development"
1984,"Japan",20241,"High tech development"
1984,"South Korea",933,"High tech development"
1984,"Luxembourg",3,"Low tech development"
1984,"Morocco",1,"Low tech development"
1984,"Monaco",1,"Low tech development"
1984,"Mexico",58,"High-med tech development"
1984,"Malaysia",10,"Low tech development"
1984,"Netherlands",346,"High tech development"
1984,"Norway",111,"High-med tech development"
1984,"New Zealand",15,"Low-med tech development"
1984,"Philippines",1,"Low tech development"
1984,"Poland",14,"Low tech development"
1984,"Portugal",22,"Low-med tech development"
1984,"Romania",11,"Low tech development"
1984,"Sweden",312,"High-med tech development"
1984,"Singapore",14,"Low tech development"
1984,NA,48,"Low-med tech development"
1984,"Turkey",3,"Low tech development"
1984,"United States",2871,"High tech development"
1984,NA,334,"High tech development"
1984,NA,24,"Low-med tech development"
1984,"South Africa",86,"High-med tech development"
1984,"Zimbabwe",2,"Low tech development"
1985,"Argentina",3,"Low tech development"
1985,"Austria",249,"High-med tech development"
1985,"Australia",739,"High tech development"
1985,"Belgium",48,"Low-med tech development"
1985,"Bulgaria",1,"Low tech development"
1985,"Brazil",147,"High-med tech development"
1985,"Canada",768,"High tech development"
1985,"Switzerland",150,"High-med tech development"
1985,NA,13,"Low-med tech development"
1985,NA,40,"Low-med tech development"
1985,"Denmark",226,"High-med tech development"
1985,"Egypt",1,"Low tech development"
1985,NA,3189,"High tech development"
1985,"Spain",295,"High-med tech development"
1985,"Finland",162,"High-med tech development"
1985,"Greece",20,"Low-med tech development"
1985,"Hong Kong SAR China",55,"High-med tech development"
1985,"Hungary",15,"Low-med tech development"
1985,"Ireland",60,"High-med tech development"
1985,"Israel",74,"High-med tech development"
1985,"India",10,"Low tech development"
1985,"Italy",1169,"High tech development"
1985,"Jordan",1,"Low tech development"
1985,"Japan",19410,"High tech development"
1985,"Kenya",1,"Low tech development"
1985,"South Korea",1176,"High tech development"
1985,"Luxembourg",2,"Low tech development"
1985,"Morocco",1,"Low tech development"
1985,"Mexico",32,"Low-med tech development"
1985,"Malaysia",31,"Low-med tech development"
1985,"Netherlands",315,"High tech development"
1985,"Norway",146,"High-med tech development"
1985,"New Zealand",30,"Low-med tech development"
1985,NA,1,"Low tech development"
1985,"Philippines",11,"Low tech development"
1985,"Poland",21,"Low-med tech development"
1985,"Portugal",16,"Low-med tech development"
1985,"Romania",8,"Low tech development"
1985,"Sweden",334,"High tech development"
1985,"Singapore",67,"High-med tech development"
1985,NA,31,"Low-med tech development"
1985,"Turkey",1,"Low tech development"
1985,"United States",3178,"High tech development"
1985,NA,361,"High tech development"
1985,NA,26,"Low-med tech development"
1985,"South Africa",59,"High-med tech development"
1986,"Austria",265,"High-med tech development"
1986,"Australia",685,"High tech development"
1986,"Belgium",59,"Low-med tech development"
1986,"Bulgaria",2,"Low tech development"
1986,"Brazil",96,"High-med tech development"
1986,"Canada",708,"High tech development"
1986,"Switzerland",147,"High-med tech development"
1986,"China",141,"High-med tech development"
1986,NA,9,"Low tech development"
1986,NA,27,"Low-med tech development"
1986,"Denmark",197,"High-med tech development"
1986,"Egypt",4,"Low tech development"
1986,NA,3890,"High tech development"
1986,"Spain",342,"High tech development"
1986,"Finland",159,"High-med tech development"
1986,"Greece",22,"Low-med tech development"
1986,"Hong Kong SAR China",93,"High-med tech development"
1986,"Hungary",18,"Low-med tech development"
1986,"Ireland",46,"Low-med tech development"
1986,"Israel",69,"High-med tech development"
1986,"India",13,"Low-med tech development"
1986,"Italy",999,"High tech development"
1986,"Japan",13577,"High tech development"
1986,"Kenya",3,"Low tech development"
1986,"South Korea",1471,"High tech development"
1986,"Luxembourg",9,"Low tech development"
1986,"Morocco",3,"Low tech development"
1986,"Monaco",2,"Low tech development"
1986,"Mexico",22,"Low-med tech development"
1986,"Malaysia",21,"Low-med tech development"
1986,"Netherlands",284,"High-med tech development"
1986,"Norway",161,"High-med tech development"
1986,"New Zealand",10,"Low tech development"
1986,NA,1,"Low tech development"
1986,"Philippines",12,"Low-med tech development"
1986,"Poland",8,"Low tech development"
1986,"Portugal",48,"Low-med tech development"
1986,"Romania",1,"Low tech development"
1986,"Sweden",319,"High tech development"
1986,"Singapore",10,"Low tech development"
1986,NA,28,"Low-med tech development"
1986,"United States",3365,"High tech development"
1986,NA,398,"High tech development"
1986,NA,18,"Low-med tech development"
1986,"South Africa",63,"High-med tech development"
1987,"Austria",280,"High tech development"
1987,"Australia",750,"High tech development"
1987,"Belgium",19,"Low tech development"
1987,"Bulgaria",6,"Low tech development"
1987,"Brazil",152,"High-med tech development"
1987,"Canada",571,"High tech development"
1987,"Switzerland",106,"High-med tech development"
1987,"China",190,"High-med tech development"
1987,NA,10,"Low tech development"
1987,NA,31,"Low-med tech development"
1987,"Denmark",251,"High-med tech development"
1987,"Egypt",4,"Low tech development"
1987,NA,4281,"High tech development"
1987,"Spain",266,"High-med tech development"
1987,"Finland",167,"High-med tech development"
1987,"Greece",12,"Low tech development"
1987,"Hong Kong SAR China",46,"Low-med tech development"
1987,"Hungary",23,"Low-med tech development"
1987,"Ireland",36,"Low-med tech development"
1987,"Israel",99,"High-med tech development"
1987,"India",30,"Low-med tech development"
1987,"Italy",737,"High tech development"
1987,"Japan",8176,"High tech development"
1987,"South Korea",1997,"High tech development"
1987,"Luxembourg",5,"Low tech development"
1987,"Monaco",1,"Low tech development"
1987,"Mexico",19,"Low-med tech development"
1987,"Malaysia",42,"Low-med tech development"
1987,"Netherlands",273,"High-med tech development"
1987,"Norway",167,"High-med tech development"
1987,"New Zealand",9,"Low tech development"
1987,"Philippines",9,"Low tech development"
1987,"Poland",7,"Low tech development"
1987,"Portugal",20,"Low-med tech development"
1987,"Romania",2,"Low tech development"
1987,"Sweden",268,"High-med tech development"
1987,"Singapore",28,"Low-med tech development"
1987,NA,59,"High-med tech development"
1987,"United States",4421,"High tech development"
1987,NA,456,"High tech development"
1987,NA,24,"Low-med tech development"
1987,"South Africa",53,"Low-med tech development"
1988,NA,1,"Low tech development"
1988,"Austria",243,"High tech development"
1988,"Australia",928,"High tech development"
1988,"Belgium",5,"Low-med tech development"
1988,"Bulgaria",3,"Low tech development"
1988,"Brazil",165,"High-med tech development"
1988,"Canada",649,"High tech development"
1988,"Switzerland",107,"High-med tech development"
1988,"China",200,"High-med tech development"
1988,NA,9,"Low-med tech development"
1988,NA,21,"Low-med tech development"
1988,"Denmark",258,"High tech development"
1988,NA,5024,"High tech development"
1988,"Spain",91,"High-med tech development"
1988,"Finland",174,"High-med tech development"
1988,"Greece",8,"Low-med tech development"
1988,"Guatemala",1,"Low tech development"
1988,"Hong Kong SAR China",62,"High-med tech development"
1988,"Hungary",19,"Low-med tech development"
1988,"Ireland",67,"High-med tech development"
1988,"Israel",101,"High-med tech development"
1988,"India",37,"Low-med tech development"
1988,"Iceland",1,"Low tech development"
1988,"Italy",304,"High tech development"
1988,"Japan",9571,"High tech development"
1988,"Kenya",1,"Low tech development"
1988,"South Korea",2859,"High tech development"
1988,"Luxembourg",1,"Low tech development"
1988,"Morocco",1,"Low tech development"
1988,"Monaco",3,"Low tech development"
1988,"Mexico",56,"High-med tech development"
1988,"Malaysia",2,"Low tech development"
1988,"Netherlands",222,"High-med tech development"
1988,"Norway",158,"High-med tech development"
1988,"New Zealand",26,"Low-med tech development"
1988,NA,2,"Low tech development"
1988,"Philippines",4,"Low tech development"
1988,"Poland",6,"Low-med tech development"
1988,"Portugal",8,"Low-med tech development"
1988,"Romania",2,"Low tech development"
1988,"Sweden",250,"High tech development"
1988,"Singapore",42,"Low-med tech development"
1988,NA,89,"High-med tech development"
1988,"Turkey",3,"Low tech development"
1988,"United States",4328,"High tech development"
1988,NA,665,"High tech development"
1988,NA,20,"Low-med tech development"
1988,"South Africa",36,"Low-med tech development"
1989,"Austria",291,"High tech development"
1989,"Australia",897,"High tech development"
1989,"Belgium",24,"Low-med tech development"
1989,"Bulgaria",7,"Low tech development"
1989,"Brazil",134,"High-med tech development"
1989,"Canada",551,"High tech development"
1989,"Switzerland",99,"High-med tech development"
1989,"China",314,"High tech development"
1989,NA,13,"Low tech development"
1989,NA,23,"Low-med tech development"
1989,"Denmark",196,"High-med tech development"
1989,"Egypt",3,"Low tech development"
1989,NA,6199,"High tech development"
1989,"Spain",119,"High-med tech development"
1989,"Finland",175,"High-med tech development"
1989,"Greece",7,"Low tech development"
1989,"Hong Kong SAR China",61,"Low-med tech development"
1989,"Hungary",25,"Low-med tech development"
1989,"Ireland",61,"High-med tech development"
1989,"Israel",74,"High-med tech development"
1989,"India",26,"Low-med tech development"
1989,"Iceland",1,"Low tech development"
1989,"Italy",278,"High tech development"
1989,"Japan",8242,"High tech development"
1989,"South Korea",3574,"High tech development"
1989,"Luxembourg",3,"Low tech development"
1989,"Morocco",2,"Low tech development"
1989,"Mexico",36,"Low-med tech development"
1989,"Netherlands",224,"High-med tech development"
1989,"Norway",128,"High-med tech development"
1989,"New Zealand",25,"Low-med tech development"
1989,NA,4,"Low tech development"
1989,"Philippines",10,"Low tech development"
1989,"Poland",3,"Low tech development"
1989,"Portugal",52,"Low-med tech development"
1989,"Sweden",165,"High-med tech development"
1989,"Singapore",25,"Low-med tech development"
1989,NA,61,"High-med tech development"
1989,"Turkey",6,"Low tech development"
1989,"United States",5836,"High tech development"
1989,NA,725,"High tech development"
1989,NA,27,"Low-med tech development"
1989,"South Africa",32,"Low-med tech development"
1990,NA,1,"Low tech development"
1990,"Argentina",7,"Low tech development"
1990,"Austria",310,"High tech development"
1990,"Australia",1023,"High tech development"
1990,"Belgium",22,"Low-med tech development"
1990,"Bulgaria",4,"Low tech development"
1990,"Brazil",106,"High-med tech development"
1990,"Canada",1277,"High tech development"
1990,"Switzerland",66,"High-med tech development"
1990,"China",363,"High tech development"
1990,NA,14,"Low-med tech development"
1990,"Cyprus",2,"Low tech development"
1990,NA,28,"Low-med tech development"
1990,"Denmark",155,"High-med tech development"
1990,"Egypt",1,"Low tech development"
1990,NA,7437,"High tech development"
1990,"Spain",65,"High-med tech development"
1990,"Finland",131,"High-med tech development"
1990,"Greece",8,"Low tech development"
1990,"Hong Kong SAR China",84,"High-med tech development"
1990,"Hungary",57,"High-med tech development"
1990,"Ireland",57,"High-med tech development"
1990,"Israel",107,"High-med tech development"
1990,"India",31,"Low-med tech development"
1990,"Iceland",2,"Low tech development"
1990,"Italy",254,"High tech development"
1990,"Japan",8024,"High tech development"
1990,"South Korea",4767,"High tech development"
1990,"Luxembourg",2,"Low tech development"
1990,"Mexico",23,"Low-med tech development"
1990,"Malaysia",11,"Low-med tech development"
1990,"Netherlands",213,"High tech development"
1990,"Norway",160,"High-med tech development"
1990,"New Zealand",21,"Low-med tech development"
1990,NA,1,"Low tech development"
1990,"Philippines",13,"Low-med tech development"
1990,"Poland",2,"Low tech development"
1990,"Portugal",11,"Low-med tech development"
1990,"Sweden",157,"High-med tech development"
1990,"Singapore",82,"High-med tech development"
1990,NA,28,"Low-med tech development"
1990,"Tunisia",2,"Low tech development"
1990,"Turkey",9,"Low tech development"
1990,"United States",4962,"High tech development"
1990,NA,836,"High tech development"
1990,NA,26,"Low-med tech development"
1990,"South Africa",36,"Low-med tech development"
1990,"Zimbabwe",1,"Low tech development"
1991,"Argentina",4,"Low tech development"
1991,"Austria",329,"High tech development"
1991,"Australia",1185,"High tech development"
1991,"Belgium",29,"Low-med tech development"
1991,"Bulgaria",4,"Low tech development"
1991,"Brazil",189,"High-med tech development"
1991,"Canada",1573,"High tech development"
1991,"Switzerland",42,"High-med tech development"
1991,"China",363,"High tech development"
1991,NA,25,"Low-med tech development"
1991,NA,36,"Low-med tech development"
1991,"Denmark",79,"High-med tech development"
1991,"Egypt",1,"Low tech development"
1991,NA,8231,"High tech development"
1991,"Spain",66,"High-med tech development"
1991,"Finland",150,"High-med tech development"
1991,"Greece",10,"Low tech development"
1991,"Hong Kong SAR China",117,"High-med tech development"
1991,"Hungary",71,"High-med tech development"
1991,"Ireland",63,"High-med tech development"
1991,"Israel",94,"High-med tech development"
1991,"India",32,"Low-med tech development"
1991,"Italy",268,"High tech development"
1991,"Japan",7751,"High tech development"
1991,"South Korea",4549,"High tech development"
1991,"Luxembourg",5,"Low tech development"
1991,"Morocco",2,"Low tech development"
1991,"Monaco",1,"Low tech development"
1991,"Malta",1,"Low tech development"
1991,"Mexico",17,"Low-med tech development"
1991,"Malaysia",20,"Low-med tech development"
1991,"Netherlands",195,"High tech development"
1991,"Norway",160,"High-med tech development"
1991,"New Zealand",19,"Low-med tech development"
1991,"Peru",14,"Low-med tech development"
1991,"Philippines",4,"Low tech development"
1991,"Poland",19,"Low-med tech development"
1991,"Portugal",11,"Low tech development"
1991,"Sweden",153,"High-med tech development"
1991,"Singapore",85,"High-med tech development"
1991,NA,24,"Low-med tech development"
1991,"Tunisia",3,"Low tech development"
1991,"Turkey",6,"Low tech development"
1991,"United States",5505,"High tech development"
1991,NA,1049,"High tech development"
1991,NA,16,"Low-med tech development"
1991,"South Africa",25,"Low-med tech development"
1992,"Argentina",27,"Low-med tech development"
1992,"Austria",357,"High tech development"
1992,"Australia",1048,"High tech development"
1992,"Belgium",47,"High-med tech development"
1992,"Bulgaria",1,"Low tech development"
1992,"Brazil",131,"High-med tech development"
1992,"Canada",1736,"High tech development"
1992,"Switzerland",43,"Low-med tech development"
1992,"China",310,"High tech development"
1992,NA,47,"High-med tech development"
1992,"Cuba",2,"Low tech development"
1992,NA,24,"Low-med tech development"
1992,"Denmark",139,"High-med tech development"
1992,"Ecuador",1,"Low tech development"
1992,NA,9097,"High tech development"
1992,"Spain",131,"High-med tech development"
1992,"Finland",225,"High tech development"
1992,"Greece",14,"Low-med tech development"
1992,"Hong Kong SAR China",114,"High-med tech development"
1992,"Hungary",108,"High-med tech development"
1992,"Indonesia",1,"Low tech development"
1992,"Ireland",84,"High-med tech development"
1992,"Israel",146,"High-med tech development"
1992,"India",34,"Low-med tech development"
1992,"Italy",270,"High tech development"
1992,"Japan",8851,"High tech development"
1992,"South Korea",4968,"High tech development"
1992,"Luxembourg",6,"Low tech development"
1992,"Morocco",2,"Low tech development"
1992,"Monaco",2,"Low tech development"
1992,"Mexico",99,"High-med tech development"
1992,"Malaysia",22,"Low-med tech development"
1992,"Netherlands",186,"High tech development"
1992,"Norway",165,"High-med tech development"
1992,"New Zealand",29,"Low-med tech development"
1992,NA,2,"Low tech development"
1992,"Philippines",11,"Low tech development"
1992,"Poland",25,"Low-med tech development"
1992,"Portugal",41,"Low-med tech development"
1992,"Russia",5,"Low tech development"
1992,"Sweden",127,"High-med tech development"
1992,"Singapore",100,"High-med tech development"
1992,NA,17,"Low-med tech development"
1992,"Tunisia",3,"Low tech development"
1992,"Turkey",18,"Low-med tech development"
1992,"United States",6019,"High tech development"
1992,"Uruguay",3,"Low tech development"
1992,NA,1055,"High tech development"
1992,NA,17,"Low-med tech development"
1992,"South Africa",43,"Low-med tech development"
1992,"Zimbabwe",1,"Low tech development"
1993,"Argentina",57,"High-med tech development"
1993,"Austria",342,"High tech development"
1993,"Australia",1035,"High tech development"
1993,"Belgium",33,"Low-med tech development"
1993,"Bulgaria",8,"Low-med tech development"
1993,"Brazil",113,"High-med tech development"
1993,"Canada",1615,"High tech development"
1993,"Switzerland",44,"Low-med tech development"
1993,"China",365,"High tech development"
1993,NA,2,"Low tech development"
1993,"Czechia",19,"Low-med tech development"
1993,NA,5,"Low tech development"
1993,"Denmark",101,"High-med tech development"
1993,"Ecuador",1,"Low tech development"
1993,"Egypt",2,"Low tech development"
1993,NA,8458,"High tech development"
1993,"Spain",225,"High tech development"
1993,"Finland",216,"High tech development"
1993,"Greece",71,"High-med tech development"
1993,"Guatemala",1,"Low tech development"
1993,"Hong Kong SAR China",110,"High-med tech development"
1993,"Hungary",74,"High-med tech development"
1993,"Ireland",26,"Low-med tech development"
1993,"Israel",112,"High-med tech development"
1993,"India",1,"Low tech development"
1993,"Italy",263,"High tech development"
1993,"Japan",8231,"High tech development"
1993,"South Korea",5268,"High tech development"
1993,"Luxembourg",5,"Low tech development"
1993,"Monaco",2,"Low tech development"
1993,"Mexico",178,"High-med tech development"
1993,"Malaysia",59,"High-med tech development"
1993,"Netherlands",159,"High-med tech development"
1993,"Norway",190,"High-med tech development"
1993,"New Zealand",12,"Low-med tech development"
1993,NA,1,"Low tech development"
1993,"Philippines",6,"Low tech development"
1993,"Poland",12,"Low-med tech development"
1993,"Portugal",37,"Low-med tech development"
1993,"Romania",3,"Low tech development"
1993,"Russia",17,"Low-med tech development"
1993,"Sweden",140,"High-med tech development"
1993,"Singapore",56,"Low-med tech development"
1993,"Slovakia",3,"Low tech development"
1993,"Turkey",16,"Low-med tech development"
1993,"Taiwan",177,"High-med tech development"
