period,reporterDesc,totexports_fobvalue,import_count_tech_cap,export_count_tech_cap,import_count_tech_cap_china,export_count_tech_cap_china,import_count_tech_cap_usa,export_count_tech_cap_usa,most_frequent_imp_partner,most_frequent_exp_partner,Region,IDIT,IDIT_China,IDIT_USA
2003,Belgium,265970053784,17945,45029,481,481,592,592,France,Netherlands,Western Europe,-150.9278350515464,0,0
2003,Belize,72206314,3071,555,148,0,592,74,USA,Guatemala,Central America,81.92771084337349,100,87.5
2003,Benin,54253951,3885,592,74,0,333,37,France,Jordan,Western Africa,84.76190476190476,100,88.88888888888889
2003,Bolivia (Plurinational State of),1108888856.33,8621,2220,481,0,555,185,Brazil,Argentina,South America,74.2489270386266,100,66.66666666666666
2003,Bosnia Herzegovina,400347622,9435,3478,148,0,370,0,"Areas, nes",Croatia,Southern Europe,63.13725490196078,100,100
2003,Botswana,4280331421,3737,1184,185,0,296,0,South Africa,South Africa,Southern Africa,68.31683168316832,100,100
2003,Brazil,70934465714,11063,27232,407,370,703,592,USA,Argentina,South America,-146.15384615384613,9.090909090909092,15.789473684210526
2003,Brunei Darussalam,33911832,3885,1147,148,0,370,0,Singapore,Singapore,South-Eastern Asia,70.47619047619048,100,100
2003,Bulgaria,1343802297,13468,11359,370,0,518,185,Germany,Serbia and Montenegro (...2005),Eastern Europe,15.659340659340659,100,64.28571428571429
2003,Burkina Faso,223888110,5513,1295,185,0,111,74,France,Niger,Western Africa,76.51006711409396,100,33.33333333333333
2003,Burundi,5103188,1998,148,0,37,111,0,Belgium,China,Eastern Africa,92.5925925925926,NA,100
2003,Cabo Verde,0,3108,0,37,0,222,0,Portugal,NA,Western Africa,100,100,100
2003,Cambodia,326033973,5106,962,370,37,259,37,Thailand,Malaysia,South-Eastern Asia,81.15942028985508,90,85.71428571428571
2003,Cameroon,52044792,8029,1369,333,0,518,37,France,Equatorial Guinea,Middle Africa,82.94930875576037,100,92.85714285714286
2003,Canada,452911415331,21719,31339,592,555,703,703,Japan,USA,Northern America,-44.29301533219762,6.25,0
2003,Central African Rep.,126873,851,37,0,0,37,37,France,USA,Middle Africa,95.65217391304348,NA,0
2003,Chile,4128507887.509,14060,7067,518,37,592,370,Argentina,Argentina,South America,49.73684210526316,92.85714285714286,37.5
2003,China,44014026249,17612,56906,407,0,703,666,Germany,Australia,Eastern Asia,-223.109243697479,100,5.263157894736842
2003,"China, Hong Kong SAR",28340493212,8066,7289,555,629,518,333,Japan,China,Eastern Asia,9.63302752293578,-13.333333333333334,35.714285714285715
2003,"China, Macao SAR",1271325.254,1591,111,185,74,259,0,Japan,China,Eastern Asia,93.02325581395348,60,100
2003,Colombia,2068097573,11544,5217,444,0,703,370,USA,Ecuador,South America,54.807692307692314,100,47.368421052631575
2003,Comoros,33818,666,37,0,0,0,0,France,Madagascar,Eastern Africa,94.44444444444444,NA,NA
2003,Cook Isds,0,999,0,37,0,74,0,New Zealand,NA,Polynesia,100,100,100
2003,Costa Rica,281423961,10545,3626,333,37,629,296,USA,Nicaragua,Central America,65.6140350877193,88.88888888888889,52.94117647058824
2003,Croatia,994739339,13616,6697,296,0,407,111,Austria,Bosnia Herzegovina,Southern Europe,50.815217391304344,100,72.72727272727273
2003,Cuba,36796537,7141,740,259,0,37,0,Spain,Haiti,Caribbean,89.63730569948186,100,100
2003,Cyprus,2821668655,8399,2072,370,37,518,37,France,Greece,Western Asia,75.33039647577093,90,92.85714285714286
2003,Czechia,20021986823,16946,20461,333,259,592,481,Austria,Germany,Eastern Europe,-20.74235807860262,22.22222222222222,18.75
2003,Côte d'Ivoire,169785008,5254,2183,444,0,370,37,France,Mali,Western Africa,58.45070422535211,100,90
2003,Denmark,41258748433,16280,38517,370,481,555,592,Germany,Norway,Northern Europe,-136.5909090909091,-30,-6.666666666666667
2003,Dominica,487771,1554,148,37,0,370,37,USA,Br. Virgin Isds,Caribbean,90.47619047619048,100,90
2003,Dominican Rep.,2681908,9916,629,333,0,666,296,USA,USA,Caribbean,93.65671641791045,100,55.55555555555556
2003,Ecuador,1524054679,10619,1332,518,0,703,185,USA,Peru,South America,87.45644599303137,100,73.68421052631578
2003,Egypt,231621932.21400002,8325,2183,518,0,555,37,Germany,Saudi Arabia,Northern Africa,73.77777777777777,100,93.33333333333333
2003,El Salvador,112934586.44,7474,2257,185,0,703,111,USA,Guatemala,Central America,69.80198019801979,100,84.21052631578947
2003,Eritrea,332001,4847,37,148,0,222,0,Italy,Kenya,Eastern Africa,99.23664122137404,100,100
2003,Estonia,1963299439,11581,6216,333,37,481,148,Finland,Finland,Northern Europe,46.325878594249204,88.88888888888889,69.23076923076923
2003,Eswatini,434708856,814,1147,0,0,37,0,South Africa,South Africa,Southern Africa,-40.909090909090914,NA,100
2003,Ethiopia,1112896.286,9583,111,555,0,481,0,Italy,Djibouti,Eastern Africa,98.84169884169884,100,100
2003,FS Micronesia,0,2294,0,111,0,518,0,USA,NA,Other,100,100,100
2003,Faeroe Isds,0,4218,0,185,0,222,0,Denmark,NA,Northern Europe,100,100,100
2003,Fiji,2545526,4588,259,259,0,555,37,Australia,Australia,Melanesia,94.35483870967742,100,93.33333333333333
2003,Finland,53373544695,13061,25678,296,407,518,592,Germany,Norway,Northern Europe,-96.60056657223795,-37.5,-14.285714285714285
2003,France,376972989734,25234,65231,481,555,592,592,Austria,Belgium,Western Europe,-158.50439882697947,-15.384615384615385,0
2003,French Polynesia,1697042,5143,148,185,0,444,0,New Zealand,France,Polynesia,97.12230215827337,100,100
2003,Gabon,25142758,3959,851,111,0,333,0,France,Cameroon,Middle Africa,78.50467289719626,100,100
2003,Gambia,786832.084,2997,148,111,0,111,0,United Kingdom,France,Western Africa,95.06172839506173,100,100
2003,Georgia,74449772,5513,1702,74,0,222,0,Türkiye,Azerbaijan,Western Asia,69.12751677852349,100,100
2003,Germany,788472405000,26825,73704,629,703,703,666,Austria,China,Western Europe,-174.75862068965517,-11.76470588235294,5.263157894736842
2003,Ghana,25827850,14467,1221,518,0,666,37,United Kingdom,Togo,Western Africa,91.56010230179028,100,94.44444444444444
2003,Greece,1762365130,13431,10878,333,0,592,259,Germany,Albania,Southern Europe,19.00826446280992,100,56.25
2003,Greenland,9631248,1924,148,0,0,74,0,Denmark,Denmark,Northern America,92.3076923076923,NA,100
2003,Grenada,100355470,2812,481,37,0,592,148,USA,USA,Caribbean,82.89473684210526,100,75
2003,Guatemala,231776473,10693,3256,444,0,666,296,USA,El Salvador,Central America,69.55017301038062,100,55.55555555555556
2003,Guinea-Bissau,0,851,0,0,0,37,0,Portugal,NA,Western Africa,100,NA,100
2003,Guyana,121524428,3959,1332,222,148,555,296,USA,USA,South America,66.35514018691589,33.33333333333333,46.666666666666664
2003,Honduras,107693347,8843,1628,407,37,666,555,USA,USA,Central America,81.58995815899581,90.9090909090909,16.666666666666664
2003,Hungary,13207335000,15281,13542,407,37,555,296,Germany,Germany,Eastern Europe,11.380145278450362,90.9090909090909,46.666666666666664
2003,Iceland,984415599,7992,3367,296,74,592,222,Germany,Netherlands,Northern Europe,57.870370370370374,75,62.5
2003,India,7603789192,12321,27528,481,370,629,555,Germany,United Arab Emirates,Southern Asia,-123.42342342342343,23.076923076923077,11.76470588235294
2003,Indonesia,2414232832,15022,8399,703,370,703,333,China,Singapore,South-Eastern Asia,44.08866995073892,47.368421052631575,52.63157894736842
2003,Iran,387627429,12469,4144,592,0,185,0,Germany,Afghanistan,Southern Asia,66.76557863501483,100,100
2003,Ireland,11494095167.676,14578,13838,481,222,629,555,United Kingdom,United Kingdom,Northern Europe,5.0761421319796955,53.84615384615385,11.76470588235294
2003,Israel,2542270000,10323,9657,296,222,629,407,Germany,USA,Western Asia,6.451612903225806,25,35.294117647058826
2003,Italy,310496585083.598,24198,69856,518,703,703,703,Germany,China,Southern Europe,-188.68501529051989,-35.714285714285715,0
2003,Jamaica,18438654,4847,518,296,0,703,259,USA,USA,Caribbean,89.31297709923665,100,63.1578947368421
2003,Japan,576344289345,12876,44548,555,703,629,666,USA,China,Eastern Asia,-245.97701149425285,-26.666666666666668,-5.88235294117647
2003,Jordan,1024044375,6364,3145,148,0,407,0,Germany,Free Zones,Western Asia,50.58139534883721,100,100
2003,Kazakhstan,785935500,12173,3885,518,185,444,37,Russian Federation,Russian Federation,Central Asia,68.08510638297872,64.28571428571429,91.66666666666666
2003,Kenya,371645834,10989,3774,481,37,481,37,Italy,United Rep. of Tanzania,Eastern Africa,65.65656565656566,92.3076923076923,92.3076923076923
2003,Kuwait,148837976,8917,1406,370,37,518,37,Germany,Iraq,Western Asia,84.23236514522821,90,92.85714285714286
2003,Kyrgyzstan,171711635,3515,1850,333,37,185,0,Russian Federation,Kazakhstan,Central Asia,47.368421052631575,88.88888888888889,100
2003,Latvia,722180755.6,11063,5661,222,37,333,111,Germany,Lithuania,Northern Europe,48.82943143812709,83.33333333333334,66.66666666666666
2003,Lebanon,320960681,9028,6734,259,0,518,74,Italy,Saudi Arabia,Western Asia,25.40983606557377,100,85.71428571428571
2003,Lesotho,2820366.107,777,333,0,0,0,0,South Africa,South Africa,Southern Africa,57.14285714285714,NA,NA
2003,Lithuania,2377310902,12987,7363,333,37,481,259,Germany,Latvia,Northern Europe,43.3048433048433,88.88888888888889,46.15384615384615
2003,Luxembourg,2735470495,6438,8917,37,37,407,148,Belgium,Belgium,Western Europe,-38.50574712643678,0,63.63636363636363
2003,Madagascar,21276354.903,6364,703,444,0,296,37,France,"Areas, nes",Eastern Africa,88.95348837209302,100,87.5
2003,Malawi,256960879.421,6142,2072,333,0,333,74,South Africa,South Africa,Eastern Africa,66.26506024096386,100,77.77777777777779
2003,Malaysia,5380181692,14319,12950,592,444,629,592,Japan,Singapore,South-Eastern Asia,9.560723514211885,25,5.88235294117647
2003,Maldives,0,3848,0,0,0,111,0,Sri Lanka,NA,Southern Asia,100,NA,100
2003,Mali,140484116,6438,1591,370,0,333,37,France,France,Western Africa,75.28735632183908,100,88.88888888888889
2003,Malta,185892144,5698,851,259,0,407,37,United Kingdom,Libya,Southern Europe,85.06493506493507,100,90.9090909090909
2003,Mauritania,0,2812,0,148,0,148,0,France,NA,Western Africa,100,100,100
2003,Mauritius,222678987,6623,1961,407,0,407,111,France,France,Eastern Africa,70.39106145251397,100,72.72727272727273
2003,Mexico,281101363254,15873,10841,481,111,703,666,USA,USA,Central America,31.7016317016317,76.92307692307693,5.263157894736842
2003,Mongolia,57793112,5180,814,592,185,259,0,China,China,Eastern Asia,84.28571428571429,68.75,100
2003,Montserrat,2774778,555,259,0,0,296,74,USA,Antigua and Barbuda,Caribbean,53.333333333333336,NA,75
2003,Morocco,66072977.735,9805,1369,481,0,555,0,France,France,Northern Africa,86.0377358490566,100,100
2003,Mozambique,564450281,7548,2294,259,0,296,0,South Africa,South Africa,Eastern Africa,69.6078431372549,100,100
2003,Namibia,487242122,3367,1850,111,0,222,37,South Africa,Angola,Southern Africa,45.05494505494506,100,83.33333333333334
2003,Nepal,7453946,4218,111,407,0,185,0,India,India,Southern Asia,97.36842105263158,100,100
2003,Netherlands,236481728627,22459,57017,444,555,666,666,Belgium,Belgium,Western Europe,-153.87149917627676,-25,0
2003,New Caledonia,62888271,6216,888,185,0,333,37,France,Wallis and Futuna Isds,Melanesia,85.71428571428571,100,88.88888888888889
2003,New Zealand,5544231774,13394,14800,555,185,629,555,Australia,Australia,Australia and New Zealand,-10.497237569060774,66.66666666666666,11.76470588235294
2003,Nicaragua,74447589,7178,1776,407,0,666,111,USA,Guatemala,Central America,75.25773195876289,100,83.33333333333334
2003,Niger,22453339,3626,740,259,0,111,74,France,Nigeria,Western Africa,79.59183673469387,100,33.33333333333333
2003,Nigeria,136443827,13135,555,629,74,629,185,China,USA,Western Africa,95.77464788732394,88.23529411764706,70.58823529411765
2003,North Macedonia,57616993.85,8658,1443,148,0,259,0,Germany,Serbia and Montenegro (...2005),Southern Europe,83.33333333333334,100,100
2003,Norway,11805121102.071,14985,18204,407,111,666,370,Germany,Denmark,Northern Europe,-21.48148148148148,72.72727272727273,44.44444444444444
2003,Oman,9562724,0,259,0,0,0,0,NA,United Arab Emirates,Western Asia,NA,NA,NA
2003,Pakistan,636881851,9768,2997,629,111,555,74,China,United Arab Emirates,Southern Asia,69.31818181818183,82.35294117647058,86.66666666666667
2003,Panama,0,7992,0,296,0,666,0,USA,NA,Central America,100,100,100
2003,Papua New Guinea,218617349,4995,888,148,0,444,37,Australia,Australia,Melanesia,82.22222222222221,100,91.66666666666666
2003,Paraguay,3181445,4366,407,259,0,444,0,Brazil,Argentina,South America,90.67796610169492,100,100
2003,Peru,393036718,10545,3145,407,37,666,259,USA,Bolivia (Plurinational State of),South America,70.17543859649122,90.9090909090909,61.111111111111114
2003,Philippines,995556669,11248,4736,481,148,629,407,Japan,USA,South-Eastern Asia,57.89473684210527,69.23076923076923,35.294117647058826
2003,Poland,23690508000,9398,11174,148,74,481,222,Germany,Germany,Eastern Europe,-18.89763779527559,50,53.84615384615385
2003,Portugal,30929315280,11877,11174,259,74,555,296,Germany,Angola,Southern Europe,5.919003115264798,71.42857142857143,46.666666666666664
2003,Qatar,547896366.744,10175,2331,481,0,592,74,Germany,United Arab Emirates,Western Asia,77.0909090909091,100,87.5
2003,Rep. of Korea,91767484323,12654,28527,629,703,629,629,Germany,China,Eastern Asia,-125.43859649122805,-11.76470588235294,0
2003,Rep. of Moldova,279714080,6216,2146,37,0,222,0,Russian Federation,Romania,Eastern Europe,65.47619047619048,100,100
2003,Romania,1777194069.92,16206,7844,407,0,518,185,Germany,Germany,Eastern Europe,51.598173515981735,100,64.28571428571429
2003,Russian Federation,19848363361,19610,17020,518,444,666,259,Germany,Kazakhstan,Eastern Europe,13.20754716981132,14.285714285714285,61.111111111111114
2003,Rwanda,25573031,4255,740,296,0,148,0,Belgium,Uganda,Eastern Africa,82.6086956521739,100,100
2003,Saint Kitts and Nevis,31150929,1110,370,0,0,518,185,USA,USA,Caribbean,66.66666666666666,NA,64.28571428571429
2003,Saint Lucia,61245545,2072,925,0,0,481,111,United Kingdom,Saint Vincent and the Grenadines,Caribbean,55.35714285714286,NA,76.92307692307693
2003,Saint Vincent and the Grenadines,35657122,2146,666,37,0,592,222,USA,USA,Caribbean,68.96551724137932,100,62.5
2003,Samoa,252784,1110,259,37,0,259,0,New Zealand,American Samoa,Polynesia,76.66666666666667,100,100
2003,Sao Tome and Principe,7469301,962,296,0,0,0,0,Portugal,Portugal,Middle Africa,69.23076923076923,NA,NA
2003,Saudi Arabia,3018414268,11988,2960,444,37,666,74,Germany,Bahrain,Western Asia,75.30864197530865,91.66666666666666,88.88888888888889
2003,Senegal,378588551,6771,2775,481,0,370,37,France,Mali,Western Africa,59.01639344262295,100,90
2003,Seychelles,4897963.504,4551,74,74,0,185,37,United Kingdom,Malaysia,Eastern Africa,98.3739837398374,100,80
2003,Singapore,22011695530,15429,21904,629,592,703,481,Germany,Indonesia,South-Eastern Asia,-41.96642685851319,5.88235294117647,31.57894736842105
2003,Slovakia,3463954948,14467,9953,333,74,592,222,Germany,Czechia,Eastern Europe,31.202046035805626,77.77777777777779,62.5
2003,Slovenia,3445219073,12654,9694,333,0,481,185,Germany,Croatia,Southern Europe,23.391812865497073,100,61.53846153846154
2003,Solomon Isds,14480135,1850,111,74,0,74,0,Australia,Australia,Melanesia,94,100,100
2003,South Africa,15012223564,19610,24753,629,259,703,481,Germany,Zambia,Southern Africa,-26.22641509433962,58.82352941176471,31.57894736842105
2003,Spain,185249834146.954,21349,45843,555,407,703,555,Germany,France,Southern Europe,-114.7313691507799,26.666666666666668,21.052631578947366
2003,Sri Lanka,19374865,9620,1739,592,0,481,37,Singapore,Maldives,Southern Asia,81.92307692307692,100,92.3076923076923
2003,Sudan (...2011),83855994.436,10138,407,518,0,259,0,Saudi Arabia,Saudi Arabia,Northern Africa,95.98540145985402,100,100
2003,Suriname,45519694,3404,925,185,0,518,111,Netherlands,Guyana,South America,72.82608695652173,100,78.57142857142857
2003,Sweden,98374714812,17501,39146,444,481,592,666,Norway,Norway,Northern Europe,-123.67864693446089,-8.333333333333332,-12.5
2003,Switzerland,35302476519.185,15392,38332,370,481,555,629,Austria,Austria,Western Europe,-149.03846153846155,-30,-13.333333333333334
2003,Syria,191459201,7326,3922,370,0,333,0,"Other Europe, nes",Saudi Arabia,Western Asia,46.464646464646464,100,100
2003,Thailand,74439124510,13801,21312,592,555,592,444,Germany,Singapore,South-Eastern Asia,-54.42359249329759,6.25,25
2003,Togo,173988282,3515,777,148,0,148,0,France,Germany,Western Africa,77.89473684210526,100,100
2003,Tonga,0,703,0,0,0,148,0,Australia,NA,Polynesia,100,NA,100
2003,Trinidad and Tobago,75352905,4921,1998,259,0,666,222,USA,Grenada,Caribbean,59.3984962406015,100,66.66666666666666
2003,Tunisia,697727352,9509,2257,370,0,333,37,Italy,Libya,Northern Africa,76.26459143968872,100,88.88888888888889
2003,Turks and Caicos Isds,47317894,222,222,0,0,222,185,USA,USA,Caribbean,0,NA,16.666666666666664
2003,Türkiye,54292119719,14356,29600,518,222,592,407,Italy,Romania,Western Asia,-106.18556701030928,57.14285714285714,31.25
2003,USA,654275952043,24457,71743,666,703,0,0,Canada,Australia,Northern America,-193.34341906202724,-5.555555555555555,NA
2003,Uganda,95457484,9324,1887,333,0,592,74,United Kingdom,Kenya,Eastern Africa,79.76190476190477,100,87.5
2003,Ukraine,4755266640,14504,11026,370,111,444,111,Germany,Russian Federation,Eastern Europe,23.97959183673469,70,75
2003,United Arab Emirates,11499358168,15059,14356,481,37,481,296,China,Iran,Western Asia,4.668304668304668,92.3076923076923,38.46153846153847
2003,United Kingdom,285460830349,24827,66563,555,629,703,703,Germany,Canada,Northern Europe,-168.10730253353202,-13.333333333333334,0
2003,United Rep. of Tanzania,6287410,12839,481,555,0,444,0,South Africa,Kenya,Eastern Africa,96.25360230547551,100,100
2003,Uruguay,46138815,5772,1517,148,0,407,148,Argentina,Brazil,South America,73.71794871794873,100,63.63636363636363
2003,Venezuela,2132348517,9472,3959,444,74,703,444,USA,Colombia,South America,58.203125,83.33333333333334,36.84210526315789
2003,Viet Nam,537007714,12617,3367,703,148,629,259,China,Cambodia,South-Eastern Asia,73.31378299120234,78.94736842105263,58.82352941176471
2003,Wallis and Futuna Isds,0,1369,0,37,0,111,0,France,NA,Polynesia,100,100,100
2003,Zambia,81796159,8325,925,518,0,296,0,South Africa,Dem. Rep. of the Congo,Eastern Africa,88.88888888888889,100,100
2003,Zimbabwe,479552587.38,5883,2812,333,0,444,37,South Africa,Zambia,Eastern Africa,52.20125786163522,100,91.66666666666666
2004,Albania,94294537,8214,1073,481,0,222,0,Greece,Greece,Southern Europe,86.93693693693693,100,100
2004,Algeria,279205589,13172,518,592,0,555,74,France,France,Northern Africa,96.06741573033707,100,86.66666666666667
2004,Andorra,41758459,2590,629,37,0,111,0,Spain,Spain,Southern Europe,75.71428571428571,100,100
2004,Angola,9325194.212,11729,814,481,0,481,0,Portugal,South Africa,Middle Africa,93.05993690851734,100,100
2004,Anguilla,33433459,1480,703,0,0,481,148,USA,USA,Caribbean,52.5,NA,69.23076923076923
2004,Argentina,23852838618,11655,9990,407,74,629,592,Italy,Chile,South America,14.285714285714285,81.81818181818183,5.88235294117647
2004,Armenia,20442278,4070,1295,111,0,407,37,Russian Federation,Iran,Western Asia,68.18181818181817,100,90.9090909090909
2004,Aruba,6604944,2035,444,74,0,111,111,Germany,USA,Caribbean,78.18181818181819,100,0
2004,Australia,18726502086,19536,26936,555,629,666,629,Germany,New Zealand,Australia and New Zealand,-37.878787878787875,-13.333333333333334,5.555555555555555
2004,Austria,138561705335,18907,36149,481,518,592,555,Germany,Germany,Western Europe,-91.19373776908023,-7.6923076923076925,6.25
2004,Azerbaijan,157759527,6512,999,148,0,296,37,Russian Federation,Kazakhstan,Western Asia,84.6590909090909,100,87.5
2004,Bahamas,204336015,1369,888,0,0,703,592,USA,USA,Caribbean,35.13513513513514,NA,15.789473684210526
2004,Bahrain,251418848,6956,1369,259,0,555,0,Germany,Saudi Arabia,Western Asia,80.31914893617021,100,100
2004,Bangladesh,755340052,9213,1221,592,74,481,74,China,Afghanistan,Southern Asia,86.74698795180723,87.5,84.61538461538461
2004,Barbados,61576140,4551,1258,296,0,666,296,USA,USA,Caribbean,72.35772357723577,100,55.55555555555556
2004,Belarus,45852220400,10101,8325,259,148,370,222,Russian Federation,Russian Federation,Eastern Europe,17.582417582417584,42.857142857142854,40
2004,Belgium,279998683778,19795,45066,592,481,592,629,Germany,France,Western Europe,-127.66355140186916,18.75,-6.25
2004,Belize,38784029,2997,666,296,0,666,222,USA,USA,Central America,77.77777777777779,100,66.66666666666666
2004,Benin,63557453,4884,925,185,0,222,0,France,Togo,Western Africa,81.06060606060606,100,100
2004,Bolivia (Plurinational State of),454225026.22,9176,1739,370,0,555,222,Brazil,USA,South America,81.04838709677419,100,60
2004,Bosnia Herzegovina,646297759,11322,3922,296,0,481,37,Germany,Serbia and Montenegro (...2005),Southern Europe,65.359477124183,100,92.3076923076923
2004,Botswana,3606119752,4144,1887,185,0,259,0,South Africa,South Africa,Southern Africa,54.46428571428571,100,100
2004,Brazil,128878330107,11877,30340,481,407,703,666,Italy,USA,South America,-155.45171339563865,15.384615384615385,5.263157894736842
2004,Brunei Darussalam,264923700,5402,1258,444,37,370,37,Singapore,Singapore,South-Eastern Asia,76.71232876712328,91.66666666666666,90
2004,Bulgaria,1609140434,14689,10656,444,0,555,148,Germany,North Macedonia,Eastern Europe,27.455919395465994,100,73.33333333333333
2004,Burkina Faso,164949663,5513,1147,259,0,185,74,France,Benin,Western Africa,79.19463087248322,100,60
2004,Burundi,3566134,2331,222,37,0,37,37,"Areas, nes",Japan,Eastern Africa,90.47619047619048,100,0
2004,Cabo Verde,0,3108,0,185,0,296,0,Portugal,NA,Western Africa,100,100,100
2004,Cambodia,181420472,4884,592,444,37,222,37,Japan,Thailand,South-Eastern Asia,87.87878787878788,91.66666666666666,83.33333333333334
2004,Cameroon,66051808,7992,1443,370,0,444,0,France,Equatorial Guinea,Middle Africa,81.94444444444444,100,100
2004,Canada,481838011039,21571,37444,629,518,703,703,Canada,USA,Northern America,-73.58490566037736,17.647058823529413,0
2004,Central African Rep.,22596344,1628,333,37,0,111,0,France,Dem. Rep. of the Congo,Middle Africa,79.54545454545455,100,100
2004,Chile,4127164989.233,14393,7474,518,37,666,481,USA,Argentina,South America,48.0719794344473,92.85714285714286,27.77777777777778
2004,China,72958065089,17575,63455,333,0,703,666,Germany,Dem. People's Rep. of Korea,Eastern Asia,-261.0526315789474,100,5.263157894736842
2004,"China, Hong Kong SAR",22663978853,8288,8103,592,666,481,333,China,China,Eastern Asia,2.232142857142857,-12.5,30.76923076923077
2004,"China, Macao SAR",21490401.938,2442,222,333,74,259,0,Japan,"China, Hong Kong SAR",Eastern Asia,90.9090909090909,77.77777777777779,100
2004,Colombia,4121001244,10915,5772,555,0,666,444,USA,Ecuador,South America,47.11864406779661,100,33.33333333333333
2004,Comoros,0,962,0,0,0,0,0,France,NA,Eastern Africa,100,NA,NA
2004,Cook Isds,0,999,0,148,0,111,0,New Zealand,NA,Polynesia,100,100,100
2004,Costa Rica,308923545,10212,4033,407,37,666,296,USA,Nicaragua,Central America,60.507246376811594,90.9090909090909,55.55555555555556
2004,Croatia,2796950472,14282,8251,259,0,481,222,Germany,Bosnia Herzegovina,Southern Europe,42.2279792746114,100,53.84615384615385
2004,Cuba,25331347,7326,888,370,0,37,0,Spain,Mexico,Caribbean,87.87878787878788,100,100
2004,Cyprus,2091390738,9213,2035,407,0,518,74,France,Greece,Western Asia,77.91164658634538,100,85.71428571428571
2004,Czechia,24514435026,16650,21053,444,111,592,444,Germany,Germany,Eastern Europe,-26.444444444444443,75,25
2004,Côte d'Ivoire,1906156713,6808,2331,518,0,407,0,France,Ghana,Western Africa,65.76086956521739,100,100
2004,Denmark,47506170535,16502,38110,518,333,592,481,Germany,Norway,Northern Europe,-130.94170403587444,35.714285714285715,18.75
2004,Dominica,14478396,1554,222,0,0,518,74,USA,Japan,Caribbean,85.71428571428571,NA,85.71428571428571
2004,Dominican Rep.,12915668.773,8806,703,407,0,666,370,USA,USA,Caribbean,92.01680672268907,100,44.44444444444444
2004,Ecuador,206937596,9398,1443,555,0,703,259,USA,Peru,South America,84.64566929133859,100,63.1578947368421
2004,Egypt,340547565.62,9398,2812,592,0,555,0,China,Saudi Arabia,Northern Africa,70.07874015748031,100,100
2004,El Salvador,366360789.89,7141,2627,222,0,629,296,USA,Guatemala,Central America,63.212435233160626,100,52.94117647058824
2004,Estonia,2110595177.3,12987,6216,370,74,481,185,Finland,Finland,Northern Europe,52.13675213675214,80,61.53846153846154
2004,Eswatini,355043194,888,1036,0,0,0,0,South Africa,South Africa,Southern Africa,-16.666666666666664,NA,NA
2004,Ethiopia,3311999.426,10767,333,592,0,555,0,Italy,Germany,Eastern Africa,96.90721649484536,100,100
2004,FS Micronesia,0,1998,0,74,0,555,0,USA,NA,Other,100,100,100
2004,Faeroe Isds,0,4884,0,296,0,222,0,Denmark,NA,Northern Europe,100,100,100
2004,Fiji,1376511,4366,185,222,0,407,0,Australia,Australia,Melanesia,95.76271186440678,100,100
2004,Finland,73498574927,14615,27417,518,407,592,592,Germany,Russian Federation,Northern Europe,-87.59493670886076,21.428571428571427,0
2004,France,491822735135,24753,64010,555,666,629,555,Germany,Algeria,Western Europe,-158.5949177877429,-20,11.76470588235294
2004,French Polynesia,7739512,5365,407,259,0,444,37,France,France,Polynesia,92.41379310344827,100,91.66666666666666
2004,Gabon,183587824.367,4514,1036,296,0,259,111,France,Equatorial Guinea,Middle Africa,77.04918032786885,100,57.14285714285714
2004,Gambia,2426294.129,3367,185,185,0,259,0,United Kingdom,France,Western Africa,94.5054945054945,100,100
2004,Georgia,205733542,6216,2146,74,37,259,37,Türkiye,Azerbaijan,Western Asia,65.47619047619048,50,85.71428571428571
2004,Germany,985251170000,27010,74370,592,703,629,666,Switzerland,Austria,Western Europe,-175.34246575342465,-18.75,-5.88235294117647
2004,Ghana,163223983,11544,1258,481,0,481,37,China,Sierra Leone,Western Africa,89.1025641025641,100,92.3076923076923
2004,Greece,2465358507,14171,10397,370,0,592,185,Germany,Albania,Southern Europe,26.631853785900784,100,68.75
2004,Greenland,16924762,999,111,0,0,111,0,Denmark,Denmark,Northern America,88.88888888888889,NA,100
2004,Grenada,10043613,2257,481,37,0,518,148,USA,USA,Caribbean,78.68852459016394,100,71.42857142857143
2004,Guatemala,458742132,11137,3515,481,0,703,296,USA,El Salvador,Central America,68.43853820598007,100,57.89473684210527
2004,Guinea,1069411,4181,222,370,0,333,0,France,France,Western Africa,94.69026548672566,100,100
2004,Guinea-Bissau,1494319,777,111,0,0,0,0,Portugal,Cabo Verde,Western Africa,85.71428571428571,NA,NA
2004,Guyana,6299065,4551,259,259,0,666,74,USA,Trinidad and Tobago,South America,94.3089430894309,100,88.88888888888889
2004,Honduras,212316693,11544,1961,296,37,666,518,USA,USA,Central America,83.01282051282051,87.5,22.22222222222222
2004,Hungary,17101881000,14097,13209,444,74,481,296,Germany,Romania,Eastern Europe,6.299212598425196,83.33333333333334,38.46153846153847
2004,Iceland,1013047457,9361,3885,333,74,518,148,Germany,Faeroe Isds,Northern Europe,58.498023715415016,77.77777777777779,71.42857142857143
2004,India,12531351438,13394,32338,592,444,703,666,USA,Nepal,Southern Asia,-141.43646408839777,25,5.263157894736842
2004,Indonesia,2644881915,15059,7955,666,259,666,481,Japan,Singapore,South-Eastern Asia,47.174447174447174,61.111111111111114,27.77777777777778
2004,Iran,1628704406,13505,4699,592,37,259,0,Germany,Afghanistan,Southern Asia,65.20547945205479,93.75,100
