"pub_year","country_name","patent_count","country_yearly_relative_position"
1973,"Romania",11,"Low tech development"
1973,"Sweden",216,"High-med tech development"
1973,NA,52,"Low-med tech development"
1973,"Turkey",16,"Low tech development"
1973,"United States",1547,"High tech development"
1973,NA,36,"Low-med tech development"
1973,"South Africa",104,"High-med tech development"
1974,"Argentina",45,"Low-med tech development"
1974,"Austria",172,"High-med tech development"
1974,"Australia",446,"High tech development"
1974,"Belgium",236,"High tech development"
1974,"Bulgaria",2,"Low tech development"
1974,"Brazil",112,"High-med tech development"
1974,"Canada",309,"High tech development"
1974,"Switzerland",171,"High-med tech development"
1974,NA,53,"Low-med tech development"
1974,"Cuba",1,"Low tech development"
1974,"Cyprus",2,"Low tech development"
1974,NA,116,"High-med tech development"
1974,"Denmark",94,"High-med tech development"
1974,"Dominican Republic",1,"Low tech development"
1974,"Spain",81,"Low-med tech development"
1974,"Finland",95,"High-med tech development"
1974,"Guatemala",1,"Low tech development"
1974,"Hungary",31,"Low-med tech development"
1974,"Ireland",83,"High-med tech development"
1974,"Israel",166,"High-med tech development"
1974,"Iceland",2,"Low tech development"
1974,"Italy",257,"High tech development"
1974,"Japan",347,"High tech development"
1974,"Luxembourg",30,"Low-med tech development"
1974,"Monaco",2,"Low tech development"
1974,"Malaysia",15,"Low-med tech development"
1974,"Netherlands",423,"High tech development"
1974,"Norway",45,"Low-med tech development"
1974,"Poland",3,"Low tech development"
1974,"Romania",22,"Low-med tech development"
1974,"Sweden",236,"High tech development"
1974,NA,45,"Low-med tech development"
1974,"Turkey",11,"Low tech development"
1974,"United States",1540,"High tech development"
1974,NA,17,"Low-med tech development"
1974,"South Africa",114,"High-med tech development"
1974,"Zambia",5,"Low tech development"
1975,"Argentina",32,"Low-med tech development"
1975,"Austria",357,"High tech development"
1975,"Australia",580,"High tech development"
1975,"Belgium",271,"High tech development"
1975,"Bulgaria",55,"Low-med tech development"
1975,"Brazil",92,"High-med tech development"
1975,"Canada",383,"High tech development"
1975,"Switzerland",185,"High-med tech development"
1975,NA,47,"Low-med tech development"
1975,"Cuba",3,"Low tech development"
1975,NA,86,"High-med tech development"
1975,"Denmark",333,"High tech development"
1975,"Spain",160,"High-med tech development"
1975,"Finland",104,"High-med tech development"
1975,"Hungary",38,"Low-med tech development"
1975,"Ireland",77,"High-med tech development"
1975,"Israel",150,"High-med tech development"
1975,"India",1,"Low tech development"
1975,"Iceland",2,"Low tech development"
1975,"Italy",133,"High-med tech development"
1975,"Japan",359,"High tech development"
1975,"Kenya",3,"Low tech development"
1975,"Luxembourg",31,"Low-med tech development"
1975,"Monaco",1,"Low tech development"
1975,"Malawi",2,"Low tech development"
1975,"Malaysia",10,"Low tech development"
1975,"Netherlands",425,"High tech development"
1975,"Norway",120,"High-med tech development"
1975,NA,1,"Low tech development"
1975,"Philippines",5,"Low tech development"
1975,"Poland",55,"Low-med tech development"
1975,"Romania",25,"Low-med tech development"
1975,"Sweden",311,"High tech development"
1975,NA,47,"Low-med tech development"
1975,"Turkey",19,"Low-med tech development"
1975,"United States",1466,"High tech development"
1975,NA,31,"Low-med tech development"
1975,"South Africa",129,"High-med tech development"
1975,"Zambia",3,"Low tech development"
1976,"Argentina",48,"Low-med tech development"
1976,"Austria",315,"High tech development"
1976,"Australia",552,"High tech development"
1976,"Belgium",242,"High-med tech development"
1976,"Bulgaria",28,"Low-med tech development"
1976,"Brazil",154,"High-med tech development"
1976,"Canada",277,"High tech development"
1976,"Switzerland",186,"High-med tech development"
1976,NA,64,"Low-med tech development"
1976,"Cuba",2,"Low tech development"
1976,"Cyprus",7,"Low tech development"
1976,NA,64,"High-med tech development"
1976,"Denmark",293,"High tech development"
1976,"Egypt",30,"Low-med tech development"
1976,"Spain",303,"High tech development"
1976,"Finland",118,"High-med tech development"
1976,"Hong Kong SAR China",2,"Low tech development"
1976,"Hungary",34,"Low-med tech development"
1976,"Ireland",91,"High-med tech development"
1976,"Israel",145,"High-med tech development"
1976,"India",19,"Low tech development"
1976,"Iceland",6,"Low tech development"
1976,"Italy",96,"High-med tech development"
1976,"Japan",252,"High tech development"
1976,"Kenya",4,"Low tech development"
1976,"Luxembourg",37,"Low-med tech development"
1976,"Malawi",2,"Low tech development"
1976,"Malaysia",10,"Low tech development"
1976,"Netherlands",391,"High tech development"
1976,"Norway",111,"High-med tech development"
1976,"Philippines",19,"Low tech development"
1976,"Poland",45,"Low-med tech development"
1976,"Portugal",36,"Low-med tech development"
1976,"Romania",28,"Low-med tech development"
1976,"Sweden",302,"High tech development"
1976,NA,57,"Low-med tech development"
1976,"Turkey",32,"Low-med tech development"
1976,"United States",1471,"High tech development"
1976,NA,6,"Low tech development"
1976,"South Africa",129,"High-med tech development"
1976,"Zambia",2,"Low tech development"
1977,"Argentina",41,"Low-med tech development"
1977,"Austria",271,"High tech development"
1977,"Australia",309,"High tech development"
1977,"Belgium",253,"High-med tech development"
1977,"Bulgaria",6,"Low tech development"
1977,"Brazil",121,"High-med tech development"
1977,"Canada",320,"High tech development"
1977,"Switzerland",142,"High-med tech development"
1977,NA,49,"Low-med tech development"
1977,"Cuba",3,"Low tech development"
1977,"Cyprus",2,"Low tech development"
1977,NA,66,"Low-med tech development"
1977,"Denmark",291,"High tech development"
1977,"Egypt",33,"Low-med tech development"
1977,"Spain",276,"High tech development"
1977,"Finland",114,"High-med tech development"
1977,"Greece",7,"Low tech development"
1977,"Hong Kong SAR China",11,"Low tech development"
1977,"Hungary",37,"Low-med tech development"
1977,"Ireland",86,"High-med tech development"
1977,"Israel",152,"High-med tech development"
1977,"India",9,"Low tech development"
1977,"Italy",79,"High-med tech development"
1977,"Japan",313,"High tech development"
1977,"Kenya",12,"Low tech development"
1977,"Luxembourg",58,"Low-med tech development"
1977,"Malawi",2,"Low tech development"
1977,"Malaysia",8,"Low tech development"
1977,"Netherlands",431,"High tech development"
1977,"Norway",113,"High-med tech development"
1977,"Philippines",22,"Low-med tech development"
1977,"Poland",71,"High-med tech development"
1977,"Portugal",70,"Low-med tech development"
1977,"Romania",17,"Low-med tech development"
1977,"Sweden",360,"High tech development"
1977,NA,61,"Low-med tech development"
1977,"Turkey",36,"Low-med tech development"
1977,"United States",1438,"High tech development"
1977,NA,8,"Low tech development"
1977,"South Africa",133,"High-med tech development"
1977,"Zambia",3,"Low tech development"
1978,"Argentina",16,"Low-med tech development"
1978,"Austria",291,"High tech development"
1978,"Australia",389,"High tech development"
1978,"Belgium",360,"High tech development"
1978,"Bulgaria",28,"Low-med tech development"
1978,"Brazil",215,"High-med tech development"
1978,"Canada",407,"High tech development"
1978,"Switzerland",231,"High-med tech development"
1978,NA,44,"Low-med tech development"
1978,"Cyprus",5,"Low tech development"
1978,NA,55,"Low-med tech development"
1978,"Denmark",359,"High tech development"
1978,"Egypt",19,"Low-med tech development"
1978,NA,5,"Low tech development"
1978,"Spain",219,"High-med tech development"
1978,"Finland",138,"High-med tech development"
1978,"Greece",29,"Low-med tech development"
1978,"Guatemala",2,"Low tech development"
1978,"Hong Kong SAR China",8,"Low tech development"
1978,"Hungary",33,"Low-med tech development"
1978,"Ireland",116,"High-med tech development"
1978,"Israel",204,"High-med tech development"
1978,"India",17,"Low-med tech development"
1978,"Iceland",1,"Low tech development"
1978,"Italy",423,"High tech development"
1978,"Japan",390,"High tech development"
1978,"Kenya",7,"Low tech development"
1978,"South Korea",8,"Low tech development"
1978,"Luxembourg",66,"High-med tech development"
1978,"Monaco",2,"Low tech development"
1978,"Malawi",2,"Low tech development"
1978,"Malaysia",12,"Low tech development"
1978,"Netherlands",569,"High tech development"
1978,"Norway",168,"High-med tech development"
1978,"New Zealand",59,"High-med tech development"
1978,"Philippines",16,"Low-med tech development"
1978,"Poland",123,"High-med tech development"
1978,"Portugal",85,"High-med tech development"
1978,"Romania",20,"Low-med tech development"
1978,"Sweden",354,"High tech development"
1978,NA,41,"Low-med tech development"
1978,"Turkey",15,"Low tech development"
1978,"United States",1367,"High tech development"
1978,NA,18,"Low-med tech development"
1978,"South Africa",158,"High-med tech development"
1978,"Zambia",3,"Low tech development"
1979,"Argentina",50,"Low-med tech development"
1979,"Austria",390,"High tech development"
1979,"Australia",864,"High tech development"
1979,"Belgium",218,"High tech development"
1979,"Bulgaria",30,"Low-med tech development"
1979,"Brazil",256,"High tech development"
1979,"Canada",409,"High tech development"
1979,"Switzerland",116,"High-med tech development"
1979,NA,85,"High-med tech development"
1979,"Cyprus",2,"Low tech development"
1979,NA,87,"High-med tech development"
1979,"Denmark",295,"High tech development"
1979,"Dominican Republic",1,"Low tech development"
1979,"Egypt",21,"Low-med tech development"
1979,NA,193,"High-med tech development"
1979,"Spain",237,"High tech development"
1979,"Finland",119,"High-med tech development"
1979,"Greece",29,"Low-med tech development"
1979,"Guatemala",1,"Low tech development"
1979,"Hong Kong SAR China",9,"Low tech development"
1979,"Hungary",29,"Low-med tech development"
1979,"Ireland",91,"High-med tech development"
1979,"Israel",185,"High-med tech development"
1979,"India",9,"Low-med tech development"
1979,"Iceland",3,"Low tech development"
1979,"Italy",427,"High tech development"
1979,"Jordan",2,"Low tech development"
1979,"Japan",393,"High tech development"
1979,"Kenya",5,"Low tech development"
1979,"South Korea",9,"Low-med tech development"
1979,"Luxembourg",41,"Low-med tech development"
1979,"Morocco",3,"Low tech development"
1979,"Monaco",1,"Low tech development"
1979,"Malawi",2,"Low tech development"
1979,"Malaysia",5,"Low tech development"
1979,"Netherlands",485,"High tech development"
1979,"Norway",122,"High-med tech development"
1979,"New Zealand",61,"High-med tech development"
1979,NA,14,"Low-med tech development"
1979,"Philippines",25,"Low-med tech development"
1979,"Poland",124,"High-med tech development"
1979,"Portugal",147,"High-med tech development"
1979,"Romania",5,"Low tech development"
1979,"Sweden",306,"High tech development"
1979,NA,84,"High-med tech development"
1979,"Turkey",28,"Low-med tech development"
1979,"United States",1185,"High tech development"
1979,NA,19,"Low-med tech development"
1979,NA,27,"Low-med tech development"
1979,"South Africa",182,"High-med tech development"
1979,"Zambia",2,"Low tech development"
1980,"Argentina",148,"High-med tech development"
1980,"Austria",336,"High tech development"
1980,"Australia",804,"High tech development"
1980,"Belgium",170,"High-med tech development"
1980,"Bulgaria",61,"Low-med tech development"
1980,"Brazil",221,"High-med tech development"
1980,"Canada",441,"High tech development"
1980,"Switzerland",106,"High-med tech development"
1980,NA,84,"High-med tech development"
1980,"Cuba",2,"Low tech development"
1980,"Cyprus",2,"Low tech development"
1980,NA,100,"High-med tech development"
1980,"Denmark",317,"High tech development"
1980,"Egypt",31,"Low tech development"
1980,NA,386,"High tech development"
1980,"Spain",296,"High tech development"
1980,"Finland",159,"High-med tech development"
1980,"Greece",51,"Low-med tech development"
1980,"Guatemala",5,"Low tech development"
1980,"Hong Kong SAR China",4,"Low tech development"
1980,"Hungary",44,"Low-med tech development"
1980,"Ireland",109,"High-med tech development"
1980,"Israel",245,"High tech development"
1980,"India",6,"Low tech development"
1980,"Italy",329,"High tech development"
1980,"Japan",474,"High tech development"
1980,"Kenya",5,"Low tech development"
1980,"South Korea",85,"High-med tech development"
1980,"Luxembourg",31,"Low-med tech development"
1980,"Morocco",32,"Low-med tech development"
1980,"Monaco",1,"Low tech development"
1980,"Malawi",2,"Low tech development"
1980,"Mexico",8,"Low tech development"
1980,"Malaysia",8,"Low tech development"
1980,"Netherlands",448,"High tech development"
1980,"Norway",147,"High-med tech development"
1980,"New Zealand",102,"High-med tech development"
1980,NA,62,"Low-med tech development"
1980,"Philippines",32,"Low-med tech development"
1980,"Poland",217,"High-med tech development"
1980,"Portugal",82,"Low-med tech development"
1980,"Romania",45,"Low-med tech development"
1980,"Sweden",237,"High tech development"
1980,NA,62,"Low-med tech development"
1980,"Turkey",66,"Low-med tech development"
1980,"United States",1593,"High tech development"
1980,NA,37,"Low-med tech development"
1980,NA,37,"Low-med tech development"
1980,"South Africa",162,"High-med tech development"
1980,"Zambia",3,"Low tech development"
1980,"Zimbabwe",4,"Low tech development"
1981,"Argentina",116,"High-med tech development"
1981,"Austria",337,"High tech development"
1981,"Australia",616,"High tech development"
1981,"Belgium",161,"High-med tech development"
1981,"Bulgaria",35,"Low-med tech development"
1981,"Brazil",233,"High tech development"
1981,"Canada",512,"High tech development"
1981,"Switzerland",115,"High-med tech development"
1981,NA,85,"Low-med tech development"
1981,"Cuba",3,"Low tech development"
1981,"Cyprus",1,"Low tech development"
1981,NA,116,"High-med tech development"
1981,"Denmark",308,"High tech development"
1981,"Egypt",17,"Low tech development"
1981,NA,682,"High tech development"
1981,"Spain",324,"High tech development"
1981,"Finland",130,"High-med tech development"
1981,"Greece",55,"Low-med tech development"
1981,"Guatemala",3,"Low tech development"
1981,"Hong Kong SAR China",9,"Low tech development"
1981,"Hungary",41,"Low-med tech development"
1981,"Ireland",91,"Low-med tech development"
1981,"Israel",197,"High-med tech development"
1981,"India",5,"Low tech development"
1981,"Iceland",2,"Low tech development"
1981,"Italy",272,"High tech development"
1981,"Japan",477,"High tech development"
1981,"Kenya",6,"Low tech development"
1981,"South Korea",139,"High-med tech development"
1981,"Luxembourg",30,"Low-med tech development"
1981,"Morocco",21,"Low-med tech development"
1981,"Monaco",1,"Low tech development"
1981,"Malta",1,"Low tech development"
1981,"Malawi",2,"Low tech development"
1981,"Mexico",35,"Low-med tech development"
1981,"Malaysia",11,"Low tech development"
1981,"Netherlands",328,"High tech development"
1981,"Norway",132,"High-med tech development"
1981,"New Zealand",98,"High-med tech development"
1981,NA,116,"High-med tech development"
1981,"Philippines",35,"Low-med tech development"
1981,"Poland",172,"High-med tech development"
1981,"Portugal",124,"High-med tech development"
1981,"Romania",69,"Low-med tech development"
1981,"Sweden",220,"High tech development"
1981,NA,60,"Low-med tech development"
1981,"Turkey",43,"Low-med tech development"
1981,"United States",1534,"High tech development"
1981,NA,68,"Low-med tech development"
1981,NA,22,"Low-med tech development"
1981,"South Africa",187,"High-med tech development"
1981,"Zambia",6,"Low tech development"
1981,"Zimbabwe",16,"Low tech development"
1982,"Argentina",118,"High-med tech development"
1982,"Austria",283,"High tech development"
1982,"Australia",655,"High tech development"
1982,"Belgium",110,"High-med tech development"
1982,"Bulgaria",28,"Low-med tech development"
1982,"Brazil",176,"High-med tech development"
1982,"Canada",472,"High tech development"
1982,"Switzerland",143,"High-med tech development"
1982,NA,55,"Low-med tech development"
1982,"Cuba",2,"Low tech development"
1982,NA,63,"Low-med tech development"
1982,"Denmark",294,"High tech development"
1982,"Dominican Republic",1,"Low tech development"
1982,"Egypt",35,"Low-med tech development"
1982,NA,744,"High tech development"
1982,"Spain",273,"High tech development"
1982,"Finland",220,"High tech development"
1982,"Greece",49,"Low-med tech development"
1982,"Guatemala",3,"Low tech development"
1982,"Hong Kong SAR China",3,"Low tech development"
1982,"Hungary",44,"Low-med tech development"
1982,"Ireland",106,"High-med tech development"
1982,"Israel",258,"High tech development"
1982,"India",16,"Low tech development"
1982,"Iceland",1,"Low tech development"
1982,"Italy",218,"High-med tech development"
1982,"Jordan",2,"Low tech development"
1982,"Japan",532,"High tech development"
1982,"Kenya",4,"Low tech development"
1982,"South Korea",211,"High-med tech development"
1982,"Luxembourg",8,"Low tech development"
1982,"Morocco",24,"Low-med tech development"
1982,"Malawi",3,"Low tech development"
1982,"Mexico",37,"Low-med tech development"
1982,"Malaysia",7,"Low tech development"
1982,"Netherlands",318,"High tech development"
1982,"Norway",161,"High-med tech development"
1982,"New Zealand",86,"Low-med tech development"
1982,NA,16,"Low tech development"
1982,"Philippines",18,"Low tech development"
1982,"Poland",127,"High-med tech development"
1982,"Portugal",130,"High-med tech development"
1982,"Romania",74,"Low-med tech development"
1982,"Sweden",277,"High tech development"
1982,NA,75,"Low-med tech development"
1982,"Turkey",25,"Low-med tech development"
1982,"United States",1285,"High tech development"
1982,NA,106,"High-med tech development"
1982,NA,90,"High-med tech development"
1982,"South Africa",216,"High-med tech development"
1982,"Zimbabwe",20,"Low-med tech development"
1983,"Argentina",68,"Low-med tech development"
1983,"Austria",226,"High-med tech development"
1983,"Australia",643,"High tech development"
1983,"Belgium",96,"High-med tech development"
1983,"Bulgaria",18,"Low tech development"
1983,"Brazil",263,"High tech development"
1983,"Canada",403,"High tech development"
1983,"Switzerland",166,"High-med tech development"
1983,NA,59,"Low-med tech development"
1983,"Cuba",2,"Low tech development"
1983,"Cyprus",5,"Low tech development"
1983,NA,81,"Low-med tech development"
1983,"Denmark",538,"High tech development"
1983,"Dominican Republic",1,"Low tech development"
1983,"Egypt",31,"Low-med tech development"
1983,NA,920,"High tech development"
1983,"Spain",404,"High tech development"
1983,"Finland",238,"High-med tech development"
1983,"Greece",41,"Low-med tech development"
1983,"Guatemala",1,"Low tech development"
1983,"Hong Kong SAR China",4,"Low tech development"
1983,"Hungary",96,"High-med tech development"
1983,"Ireland",101,"High-med tech development"
1983,"Israel",232,"High-med tech development"
1983,"India",21,"Low-med tech development"
1983,"Iceland",5,"Low tech development"
1983,"Italy",169,"High-med tech development"
1983,"Japan",526,"High tech development"
1983,"Kenya",19,"Low-med tech development"
1983,"South Korea",547,"High tech development"
1983,"Luxembourg",10,"Low tech development"
1983,"Morocco",21,"Low-med tech development"
1983,"Malawi",3,"Low tech development"
1983,"Mexico",68,"Low-med tech development"
1983,"Malaysia",6,"Low tech development"
1983,"Netherlands",280,"High tech development"
1983,"Norway",160,"High-med tech development"
1983,"New Zealand",82,"Low-med tech development"
1983,NA,17,"Low tech development"
1983,"Philippines",55,"Low-med tech development"
1983,"Poland",106,"High-med tech development"
1983,"Portugal",117,"High-med tech development"
1983,"Romania",90,"High-med tech development"
1983,"Sweden",352,"High tech development"
1983,"Singapore",4,"Low tech development"
1983,NA,51,"Low-med tech development"
1983,"Turkey",30,"Low-med tech development"
1983,"United States",1089,"High tech development"
1983,NA,82,"Low-med tech development"
1983,NA,123,"High-med tech development"
1983,"South Africa",266,"High tech development"
1983,"Zambia",2,"Low tech development"
1983,"Zimbabwe",18,"Low tech development"
1984,NA,1,"Low tech development"
1984,"Argentina",54,"Low-med tech development"
1984,"Austria",248,"High tech development"
1984,"Australia",658,"High tech development"
1984,"Belgium",85,"Low-med tech development"
1984,"Bulgaria",21,"Low tech development"
1984,"Brazil",173,"High-med tech development"
1984,"Canada",397,"High tech development"
1984,"Switzerland",150,"High-med tech development"
1984,NA,69,"Low-med tech development"
1984,"Cyprus",4,"Low tech development"
1984,NA,124,"High-med tech development"
1984,"Denmark",483,"High tech development"
1984,"Egypt",26,"Low-med tech development"
1984,NA,1028,"High tech development"
1984,"Spain",369,"High tech development"
1984,"Finland",243,"High-med tech development"
1984,"Greece",351,"High tech development"
1984,"Guatemala",1,"Low tech development"
1984,"Hong Kong SAR China",8,"Low tech development"
1984,"Hungary",109,"High-med tech development"
1984,"Ireland",86,"High-med tech development"
1984,"Israel",236,"High-med tech development"
1984,"India",30,"Low-med tech development"
1984,"Iceland",6,"Low tech development"
1984,"Italy",152,"High-med tech development"
1984,"Japan",517,"High tech development"
1984,"Kenya",6,"Low tech development"
1984,"South Korea",517,"High tech development"
1984,"Luxembourg",7,"Low tech development"
1984,"Morocco",15,"Low tech development"
1984,"Malawi",3,"Low tech development"
1984,"Mexico",43,"Low-med tech development"
1984,"Malaysia",20,"Low tech development"
1984,"Netherlands",286,"High tech development"
1984,"Norway",173,"High-med tech development"
1984,"New Zealand",67,"Low-med tech development"
1984,NA,39,"Low-med tech development"
1984,"Philippines",45,"Low-med tech development"
1984,"Poland",106,"High-med tech development"
1984,"Portugal",72,"Low-med tech development"
1984,"Romania",101,"High-med tech development"
1984,"Sweden",326,"High tech development"
1984,"Singapore",3,"Low tech development"
1984,NA,62,"Low-med tech development"
1984,"Turkey",32,"Low-med tech development"
1984,"United States",1350,"High tech development"
1984,NA,97,"High-med tech development"
1984,NA,45,"Low-med tech development"
1984,"South Africa",193,"High-med tech development"
1984,"Zimbabwe",10,"Low tech development"
1985,NA,1,"Low tech development"
1985,"Argentina",10,"Low tech development"
1985,"Austria",300,"High tech development"
1985,"Australia",652,"High tech development"
1985,"Belgium",97,"High-med tech development"
1985,"Bulgaria",20,"Low-med tech development"
1985,"Brazil",189,"High-med tech development"
1985,"Canada",363,"High tech development"
1985,"Switzerland",108,"High-med tech development"
1985,NA,95,"High-med tech development"
1985,"Cyprus",3,"Low tech development"
1985,NA,69,"Low-med tech development"
1985,"Denmark",564,"High tech development"
1985,"Egypt",16,"Low-med tech development"
1985,NA,1223,"High tech development"
1985,"Spain",412,"High tech development"
1985,"Finland",233,"High-med tech development"
1985,"Greece",78,"Low-med tech development"
1985,"Guatemala",2,"Low tech development"
1985,"Hong Kong SAR China",10,"Low tech development"
1985,"Hungary",220,"High-med tech development"
1985,"Ireland",89,"Low-med tech development"
1985,"Israel",199,"High-med tech development"
1985,"India",13,"Low tech development"
1985,"Iceland",4,"Low tech development"
1985,"Italy",834,"High tech development"
1985,"Japan",525,"High tech development"
1985,"Kenya",11,"Low tech development"
1985,"South Korea",462,"High tech development"
1985,"Luxembourg",7,"Low tech development"
1985,"Morocco",14,"Low-med tech development"
1985,"Mongolia",1,"Low tech development"
1985,"Malawi",1,"Low tech development"
1985,"Mexico",32,"Low-med tech development"
1985,"Malaysia",31,"Low-med tech development"
1985,"Netherlands",318,"High tech development"
1985,"Norway",157,"High-med tech development"
1985,"New Zealand",103,"High-med tech development"
1985,NA,18,"Low-med tech development"
1985,"Philippines",68,"Low-med tech development"
1985,"Poland",90,"High-med tech development"
1985,"Portugal",96,"High-med tech development"
1985,"Romania",44,"Low-med tech development"
1985,"Sweden",309,"High tech development"
1985,"Singapore",11,"Low tech development"
1985,NA,47,"Low-med tech development"
1985,"Turkey",39,"Low-med tech development"
1985,"United States",1388,"High tech development"
1985,NA,118,"High-med tech development"
1985,NA,19,"Low-med tech development"
1985,"South Africa",198,"High-med tech development"
1985,"Zambia",2,"Low tech development"
1985,"Zimbabwe",9,"Low tech development"
1986,NA,5,"Low tech development"
1986,"Austria",358,"High tech development"
1986,"Australia",652,"High tech development"
1986,"Belgium",74,"Low-med tech development"
1986,"Bulgaria",25,"Low-med tech development"
1986,"Brazil",145,"High-med tech development"
1986,"Canada",309,"High tech development"
1986,"Switzerland",104,"High-med tech development"
1986,"China",55,"Low-med tech development"
1986,NA,64,"Low-med tech development"
1986,"Cyprus",1,"Low tech development"
1986,NA,76,"High-med tech development"
1986,"Denmark",522,"High tech development"
1986,"Dominican Republic",1,"Low tech development"
1986,"Egypt",18,"Low-med tech development"
1986,NA,1493,"High tech development"
1986,"Spain",427,"High tech development"
1986,"Finland",246,"High-med tech development"
1986,"Greece",83,"High-med tech development"
1986,"Hong Kong SAR China",6,"Low tech development"
1986,"Hungary",249,"High-med tech development"
1986,"Ireland",78,"High-med tech development"
1986,"Israel",182,"High-med tech development"
1986,"India",8,"Low tech development"
1986,"Iceland",9,"Low tech development"
1986,"Italy",665,"High tech development"
1986,"Jordan",1,"Low tech development"
1986,"Japan",595,"High tech development"
1986,"Kenya",2,"Low tech development"
1986,"South Korea",535,"High tech development"
1986,"Luxembourg",14,"Low tech development"
1986,"Morocco",14,"Low tech development"
1986,"Malawi",1,"Low tech development"
1986,"Mexico",15,"Low-med tech development"
1986,"Malaysia",16,"Low-med tech development"
1986,"Netherlands",270,"High tech development"
1986,"Norway",176,"High-med tech development"
1986,"New Zealand",106,"High-med tech development"
1986,NA,10,"Low tech development"
1986,"Philippines",51,"Low-med tech development"
1986,"Poland",42,"Low-med tech development"
1986,"Portugal",178,"High-med tech development"
1986,"Romania",34,"Low-med tech development"
1986,"Sweden",311,"High tech development"
1986,"Singapore",3,"Low tech development"
1986,NA,72,"Low-med tech development"
1986,"Turkey",22,"Low-med tech development"
1986,"United States",1383,"High tech development"
1986,NA,166,"High-med tech development"
1986,NA,34,"Low-med tech development"
1986,"South Africa",171,"High-med tech development"
1986,"Zimbabwe",11,"Low tech development"
1987,NA,5,"Low tech development"
1987,"Austria",235,"High-med tech development"
1987,"Australia",786,"High tech development"
1987,"Belgium",27,"Low-med tech development"
1987,"Bulgaria",28,"Low-med tech development"
1987,"Brazil",178,"High-med tech development"
1987,"Canada",287,"High tech development"
1987,"Switzerland",82,"High-med tech development"
1987,"China",104,"High-med tech development"
1987,NA,75,"High-med tech development"
1987,"Cuba",3,"Low tech development"
1987,"Cyprus",1,"Low tech development"
1987,NA,66,"High-med tech development"
1987,"Denmark",574,"High tech development"
1987,"Egypt",9,"Low tech development"
1987,NA,1371,"High tech development"
1987,"Spain",267,"High tech development"
1987,"Finland",297,"High tech development"
1987,"Greece",14,"Low-med tech development"
1987,"Guatemala",4,"Low tech development"
1987,"Hong Kong SAR China",8,"Low tech development"
1987,"Hungary",247,"High tech development"
1987,"Ireland",81,"High-med tech development"
1987,"Israel",200,"High-med tech development"
1987,"India",19,"Low-med tech development"
1987,"Iceland",10,"Low tech development"
1987,"Italy",537,"High tech development"
1987,"Japan",558,"High tech development"
1987,"Kenya",4,"Low tech development"
1987,"South Korea",733,"High tech development"
1987,"Luxembourg",7,"Low tech development"
1987,"Morocco",9,"Low tech development"
1987,"Monaco",4,"Low tech development"
1987,"Malawi",3,"Low tech development"
1987,"Mexico",11,"Low-med tech development"
1987,"Malaysia",21,"Low-med tech development"
1987,"Netherlands",228,"High-med tech development"
1987,"Norway",170,"High-med tech development"
1987,"New Zealand",107,"High-med tech development"
1987,NA,20,"Low-med tech development"
1987,"Philippines",48,"Low-med tech development"
1987,"Poland",59,"Low-med tech development"
1987,"Portugal",113,"High-med tech development"
1987,"Romania",64,"Low-med tech development"
1987,"Sweden",267,"High tech development"
1987,"Singapore",1,"Low tech development"
1987,NA,52,"Low-med tech development"
1987,"Turkey",34,"Low-med tech development"
1987,"United States",1502,"High tech development"
1987,NA,160,"High-med tech development"
1987,NA,25,"Low-med tech development"
1987,"South Africa",172,"High-med tech development"
1987,"Zambia",1,"Low tech development"
1987,"Zimbabwe",13,"Low-med tech development"
1988,NA,6,"Low tech development"
1988,"Austria",251,"High tech development"
1988,"Australia",758,"High tech development"
1988,"Belgium",16,"Low-med tech development"
1988,"Bulgaria",20,"Low-med tech development"
1988,"Brazil",219,"High-med tech development"
1988,"Canada",313,"High tech development"
1988,"Switzerland",91,"High-med tech development"
1988,"China",102,"High-med tech development"
1988,NA,64,"High-med tech development"
1988,"Cuba",1,"Low tech development"
1988,"Cyprus",2,"Low tech development"
1988,NA,73,"High-med tech development"
1988,"Denmark",636,"High tech development"
1988,"Egypt",1,"Low tech development"
1988,NA,1517,"High tech development"
1988,"Spain",138,"High-med tech development"
1988,"Finland",248,"High tech development"
1988,"Greece",9,"Low tech development"
1988,"Guatemala",1,"Low tech development"
1988,"Hong Kong SAR China",6,"Low tech development"
1988,"Hungary",221,"High-med tech development"
1988,"Ireland",58,"Low-med tech development"
1988,"Israel",188,"High-med tech development"
1988,"India",17,"Low-med tech development"
1988,"Iceland",8,"Low tech development"
1988,"Italy",228,"High tech development"
1988,"Jordan",2,"Low tech development"
1988,"Japan",635,"High tech development"
1988,"Kenya",4,"Low tech development"
1988,"South Korea",786,"High tech development"
1988,"Luxembourg",6,"Low tech development"
1988,"Morocco",16,"Low-med tech development"
1988,"Monaco",1,"Low tech development"
1988,"Malawi",1,"Low tech development"
1988,"Mexico",26,"Low-med tech development"
1988,"Malaysia",2,"Low tech development"
1988,"Netherlands",222,"High tech development"
1988,"Norway",202,"High-med tech development"
1988,"New Zealand",99,"High-med tech development"
1988,NA,23,"Low-med tech development"
1988,"Philippines",45,"Low-med tech development"
1988,"Poland",87,"High-med tech development"
1988,"Portugal",74,"High-med tech development"
1988,"Romania",33,"Low-med tech development"
1988,"Sweden",230,"High tech development"
1988,"Singapore",9,"Low-med tech development"
1988,NA,56,"Low-med tech development"
